ID,?��,distance,angle,x,y
1,-3,0.004,296.4673594,120.5192399,22.42387952
1,-3,0.005,295.2582888,120.5183428,22.42432126
1,-3,0.006,293.9992589,120.5174379,22.42474696
1,-3,0.007,294.415712,120.5165249,22.42515482
1,-3,0.008,294.5642849,120.5156052,22.42554714
1,-3,0.009,335.6786799,120.5147171,22.42596775
1,-3,0.01,356.0948225,120.5145239,22.42693409
1,-3,0.011,355.2855846,120.5144495,22.4279313
1,-3,0.012,354.3471372,120.514359,22.42892718
1,-3,0.013,352.1797445,120.5142389,22.42991984
1,-3,0.014,344.3591202,120.5140334,22.43089789
1,-3,0.015,334.1784477,120.5136848,22.43183214
1,-3,0.016,64.34129475,120.5136601,22.43273156
1,-3,0.017,142.5077527,120.51456,22.43268555
1,-3,0.018,123.9734894,120.5153232,22.4320441
1,-3,0.019,103.8080455,120.5162304,22.43164288
1,-3,0.02,86.11561841,120.5172205,22.43155593
1,-3,0.021,74.59896304,120.5182016,22.43173529
1,-3,0.022,73.95647907,120.519158,22.43202693
1,-3,0.023,85.55472137,120.5201378,22.43221336
1,-3,0.024,100.8886923,120.5211314,22.4321535
1,-3,0.025,114.9715088,120.5220767,22.43183853
1,-3,0.026,129.3811526,120.5229302,22.43132233
1,-3,0.027,137.0142928,120.523661,22.43064244
1,-3,0.028,148.1235965,120.5242553,22.42984055
1,-3,0.029,160.3882187,120.5246795,22.42893677
1,-3,0.03,171.3071756,120.5249222,22.42796903
1,-3,0.031,179.0425279,120.524998,22.42697313
1,-3,0.032,184.8657327,120.5249482,22.42597495
1,-3,0.033,192.8401075,120.5247979,22.42498674
1,-3,0.034,199.4710112,120.5245344,22.42402276
1,-3,0.035,214.0307664,120.5241256,22.42311375
1,-3,0.036,236.4739919,120.5234148,22.42243462
2,-3,0,77.20142161,120.1461926,23.2899191
2,-3,0.001,59.39091156,120.147112,23.29029771
2,-3,0.002,40.10169059,120.1478926,23.29091569
2,-3,0.003,30.50453238,120.1484821,23.2917202
2,-3,0.004,13.00125504,120.148863,23.29264285
2,-3,0.005,2.519195424,120.1490317,23.2936268
2,-3,0.006,352.4106371,120.1490048,23.29462446
2,-3,0.007,342.5647794,120.1487879,23.29559862
2,-3,0.008,329.1727306,120.1483545,23.29649736
2,-3,0.009,306.6438345,120.1476982,23.29724502
2,-3,0.01,294.8696257,120.1468424,23.29775229
2,-3,0.011,273.4823724,120.1458603,23.29791219
2,-3,0.012,255.0634377,120.1448795,23.29773609
2,-3,0.013,238.7452209,120.1439892,23.29728673
2,-3,0.014,221.0886178,120.1432274,23.29664344
2,-3,0.015,213.1868236,120.1426239,23.29584882
2,-3,0.016,200.7985712,120.1422001,23.29494574
2,-3,0.017,189.0352671,120.1419785,23.2939728
2,-3,0.018,170.7715206,120.1419883,23.29297529
2,-3,0.019,157.1419888,120.1422376,23.29201035
2,-3,0.02,141.201833,120.1427256,23.29114266
2,-3,0.021,130.7117728,120.1434316,23.29043961
2,-3,0.022,111.1527357,120.1443192,23.28998774
2,-3,0.023,93.76678862,120.1452992,23.28981457
1,-3,0,134.7228403,120.0981694,23.29631973
1,-3,0.001,138.3366264,120.0988508,23.29558856
1,-3,0.002,146.5967489,120.0994652,23.2948002
1,-3,0.003,152.440816,120.0999911,23.29395026
1,-3,0.004,158.2071378,120.1004107,23.29304325
1,-3,0.005,169.0170617,120.1006737,23.29208005
1,-3,0.006,180.8221503,120.1007414,23.29108504
1,-3,0.007,202.7633439,120.1005532,23.29010622
1,-3,0.008,212.0020943,120.1000884,23.28922411
1,-3,0.009,234.348477,120.099392,23.28851131
1,-3,0.01,242.690308,120.0985389,23.28799412
1,-3,0.011,255.0548984,120.0975923,23.2876773
1,-3,0.012,264.6637274,120.096604,23.28753341
1,-3,0.013,272.5044042,120.0956048,23.28753677
